1,12,2021,08:58,540.29
1,12,2021,08:58,540.78
1,12,2021,08:59,540.60
1,12,2021,08:59,540.44
1,12,2021,09:00,541.39
1,12,2021,09:00,541.07
1,12,2021,09:01,540.89
1,12,2021,09:01,540.59
1,12,2021,09:02,540.57
1,12,2021,09:02,540.16
1,12,2021,09:03,540.23
1,12,2021,09:03,540.27
1,12,2021,09:04,538.69
1,12,2021,09:04,538.86
1,12,2021,09:05,537.20
1,12,2021,09:05,537.46
1,12,2021,09:06,537.45
1,12,2021,09:07,537.51
1,12,2021,09:07,537.10
1,12,2021,09:08,537.43
1,12,2021,09:08,537.54
1,12,2021,09:09,537.52
1,12,2021,09:09,537.61
1,12,2021,09:10,537.55
1,12,2021,09:10,537.10
1,12,2021,09:11,536.49
1,12,2021,09:11,536.60
1,12,2021,09:12,536.38
1,12,2021,09:12,536.93
1,12,2021,09:13,537.30
1,12,2021,09:13,537.06
1,12,2021,09:14,536.80
1,12,2021,09:14,536.57
1,12,2021,09:15,537.31
1,12,2021,09:15,536.75
1,12,2021,09:16,537.83
1,12,2021,09:16,536.92
1,12,2021,09:17,537.54
1,12,2021,09:17,538.22
1,12,2021,09:18,537.94
1,12,2021,09:18,537.89
1,12,2021,09:19,538.29
1,12,2021,09:19,539.00
1,12,2021,09:20,538.24
1,12,2021,09:20,538.87
1,12,2021,09:21,538.66
1,12,2021,09:21,538.41
1,12,2021,09:22,538.44
1,12,2021,09:23,538.16
1,12,2021,09:23,537.61
1,12,2021,09:24,537.49
1,12,2021,09:24,537.52
1,12,2021,09:25,537.61
1,12,2021,09:25,537.24
1,12,2021,09:26,537.67
1,12,2021,09:26,537.62
1,12,2021,09:27,537.89
1,12,2021,09:27,537.57
1,12,2021,09:28,537.79
1,12,2021,09:28,538.00
1,12,2021,09:29,538.46
1,12,2021,09:29,538.61
1,12,2021,09:30,538.91
1,12,2021,09:30,538.39
1,12,2021,09:31,538.63
1,12,2021,09:31,538.69
1,12,2021,09:32,538.58
1,12,2021,09:32,538.51
1,12,2021,09:33,539.30
1,12,2021,09:33,539.60
1,12,2021,09:34,539.57
1,12,2021,09:34,539.90
1,12,2021,09:35,539.64
1,12,2021,09:35,539.74
1,12,2021,09:36,539.84
1,12,2021,09:36,540.00
1,12,2021,09:37,540.19
1,12,2021,09:37,539.71
1,12,2021,09:38,540.00
1,12,2021,09:38,540.13
1,12,2021,09:39,540.28
1,12,2021,09:39,540.30
1,12,2021,09:40,540.45
1,12,2021,09:40,540.43
1,12,2021,09:41,540.62
1,12,2021,09:41,540.36
1,12,2021,09:42,540.49
1,12,2021,09:42,540.89
1,12,2021,09:43,541.27
1,12,2021,09:43,541.51
1,12,2021,09:44,541.78
1,12,2021,09:44,541.40
1,12,2021,09:45,540.70
1,12,2021,09:46,540.74
1,12,2021,09:46,541.04
1,12,2021,09:47,540.65
1,12,2021,09:47,540.77
1,12,2021,09:48,540.39
1,12,2021,09:48,541.00
1,12,2021,09:49,540.88
1,12,2021,09:49,540.92
1,12,2021,09:50,540.95
1,12,2021,09:50,541.38
1,12,2021,09:51,541.81
1,12,2021,09:51,542.00
1,12,2021,09:52,542.00
1,12,2021,09:52,542.00
1,12,2021,09:53,541.93
1,12,2021,09:53,541.95
1,12,2021,09:54,542.00
1,12,2021,09:54,542.00
